INVNUM,Client_id,Inv_date,Inv_paid,Inv_Paid_date,Comments,Suppl1,Price,Quantity,PriceSuppl1,Suppl2,Price,Quantity,PriceSuppl2,Suppl3,Price,Quantity,PriceSuppl3,Suppl4,Price,Quantity,PriceSuppl4,Suppl5,Price,Quantity,PriceSuppl5,Suppl6,Price,Quantity,PriceSuppl6,Suppl7,Price,Quantity,PriceSuppl7,Total(Suppl)
INV0842,5404130544086,2016-12-13,Y,2016-12-13,,Supplement-37,230.48,5,1152.38,Supplement-234,276.50,3,829.50,,,,,,,,,,,,,,,,,,,,," R 1,981.88 "
INV01520,5404130544086,2019-07-06,Y,2019-07-13,,Supplement-238,260.54,1,260.54,Supplement-196,360.86,5,1804.30,,,,,,,,,,,,,,,,,,,,," R 2,064.84 "
INV0116,531127094084,2014-03-26,Y,2014-03-28,,Supplement-118,120.94,4,483.76,Supplement-17,195.24,3,585.71,,,,,,,,,,,,,,,,,,,,," R 1,069.47 "
INV0521,531127094084,2015-10-01,Y,2015-10-08,,Supplement-230,239.50,1,239.50,Supplement-148,191.78,2,383.57,,,,,,,,,,,,,,,,,,,,, R 623.07 
INV01481,531127094084,2019-03-14,Y,2019-03-19,,Supplement-52,219.64,3,658.92,,,,,,,,,,,,,,,,,,,,,,,,, R 658.92 
INV0323,5308230754082,2015-04-11,Y,2015-04-19,,Supplement-4,184.86,4,739.44,,,,,,,,,,,,,,,,,,,,,,,,, R 739.44 
INV0396,5308230754082,2015-06-21,Y,2015-06-25,,Supplement-217,294.74,1,294.74,,,,,,,,,,,,,,,,,,,,,,,,, R 294.74 
INV0657,5308230754082,2016-02-25,Y,2016-03-03,,Supplement-117,252.87,2,505.74,,,,,,,,,,,,,,,,,,,,,,,,, R 505.74 
INV01542,5308230754082,2019-09-04,Y,2019-09-14,,Supplement-8,234.94,1,234.94,Supplement-215,307.72,1,307.72,,,,,,,,,,,,,,,,,,,,, R 542.66 
INV0363,5307060340088,2015-05-22,Y,2015-05-31,,Supplement-115,377.08,2,754.16,,,,,,,,,,,,,,,,,,,,,,,,, R 754.16 
INV0504,5307060340088,2015-09-18,Y,2015-09-28,,Supplement-190,218.36,3,655.08,Supplement-179,258.52,1,258.52,,,,,,,,,,,,,,,,,,,,, R 913.60 
INV01490,5307060340088,2019-04-23,Y,2019-04-25,,Supplement-1,386.82,1,386.82,,,,,,,,,,,,,,,,,,,,,,,,, R 386.82 
INV0248,530628013085,2015-02-05,Y,2015-02-11,,Supplement-25,291.94,5,1459.70,,,,,,,,,,,,,,,,,,,,,,,,," R 1,459.70 "
INV0617,530628013085,2015-12-28,Y,2016-01-05,,Supplement-227,287.90,3,863.70,,,,,,,,,,,,,,,,,,,,,,,,, R 863.70 
INV0724,530628013085,2016-06-14,Y,2016-06-23,,Supplement-199,279.66,5,1398.30,,,,,,,,,,,,,,,,,,,,,,,,," R 1,398.30 "
INV0839,530628013085,2016-12-12,Y,2016-12-16,,Supplement-105,265.72,3,797.16,Supplement-123,295.36,2,590.72,,,,,,,,,,,,,,,,,,,,," R 1,387.88 "
INV01187,530628013085,2018-04-23,Y,2018-05-01,,Supplement-13,151.80,1,151.80,Supplement-89,351.22,2,702.44,,,,,,,,,,,,,,,,,,,,, R 854.24 
INV0072,5304280232082,2013-11-27,Y,2013-12-04,,Supplement-89,214.42,5,1072.10,Supplement-46,147.16,4,588.64,Supplement-10,114.56,5,572.80,Supplement-138,161.36,3,484.08,,,,,,,,,,,,," R 2,717.62 "
INV0237,5304280232082,2015-01-26,Y,2015-02-02,,Supplement-142,110.32,1,110.32,Supplement-11,160.15,2,320.30,,,,,,,,,,,,,,,,,,,,, R 430.62 
INV0805,5304280232082,2016-10-07,Y,2016-10-07,,Supplement-21,305.88,1,305.88,,,,,,,,,,,,,,,,,,,,,,,,, R 305.88 
INV0230,5212190473083,2015-01-16,Y,2015-01-24,,Supplement-50,269.63,1,269.63,,,,,,,,,,,,,,,,,,,,,,,,, R 269.63 
INV0430,5212190473083,2015-07-18,Y,2015-07-24,,Supplement-143,192.76,4,771.04,,,,,,,,,,,,,,,,,,,,,,,,, R 771.04 
INV0580,5212190473083,2015-11-22,Y,2015-12-01,,Supplement-215,242.74,1,242.74,Supplement-235,225.43,1,225.43,,,,,,,,,,,,,,,,,,,,, R 468.17 
INV0652,5212190473083,2016-02-19,Y,2016-02-20,,Supplement-125,169.96,2,339.92,Supplement-200,264.84,4,1059.36,,,,,,,,,,,,,,,,,,,,," R 1,399.28 "
INV0752,5212190473083,2016-07-26,Y,2016-08-01,,Supplement-67,115.24,3,345.72,,,,,,,,,,,,,,,,,,,,,,,,, R 345.72 
INV01029,5212190473083,2017-10-28,Y,2017-11-03,,Supplement-162,246.86,3,740.58,,,,,,,,,,,,,,,,,,,,,,,,, R 740.58 
INV01523,5212190473083,2019-07-09,Y,2019-07-17,,Supplement-10,283.28,5,1416.40,Supplement-184,391.38,2,782.76,Supplement-192,304.48,1,304.48,,,,,,,,,,,,,,,,," R 2,503.64 "
INV0813,5210250933083,2016-10-16,Y,2016-10-16,,Supplement-67,115.24,4,460.96,Supplement-59,235.56,1,235.56,,,,,,,,,,,,,,,,,,,,, R 696.52 
INV01155,5210250933083,2018-03-28,Y,2018-03-29,,Supplement-72,268.96,5,1344.80,,,,,,,,,,,,,,,,,,,,,,,,," R 1,344.80 "
INV01299,5210250933083,2018-08-20,Y,2018-08-22,,Supplement-243,173.90,3,521.70,,,,,,,,,,,,,,,,,,,,,,,,, R 521.70 
INV0963,521023092081,2017-06-25,Y,2017-06-27,,Supplement-166,205.30,2,410.60,,,,,,,,,,,,,,,,,,,,,,,,, R 410.60 
INV01126,521023092081,2018-03-02,Y,2018-03-03,,Supplement-200,291.06,4,1164.24,Supplement-147,267.26,3,801.78,,,,,,,,,,,,,,,,,,,,," R 1,966.02 "
INV0054,5209150693082,2013-07-11,Y,2013-07-19,,Supplement-158,72.49,2,144.98,Supplement-38,139.70,3,419.10,Supplement-237,58.14,4,232.56,,,,,,,,,,,,,,,,, R 796.64 
INV0098,5209150693082,2014-02-25,Y,2014-02-28,,Supplement-214,230.28,2,460.56,Supplement-214,230.28,4,921.12,,,,,,,,,,,,,,,,,,,,," R 1,381.68 "
INV0220,5209150693082,2015-01-05,Y,2015-01-08,,Supplement-157,234.06,4,936.24,Supplement-112,2689.30,3,8067.90,Supplement-139,146.02,4,584.08,,,,,,,,,,,,,,,,," R 9,588.22 "
INV0286,5209150693082,2015-03-12,Y,2015-03-17,,Supplement-113,41.04,4,164.16,,,,,,,,,,,,,,,,,,,,,,,,, R 164.16 
INV0987,5209150693082,2017-08-19,Y,2017-08-23,,Supplement-214,245.10,5,1225.50,Supplement-151,254.03,5,1270.15,,,,,,,,,,,,,,,,,,,,," R 2,495.65 "
INV01114,5209150693082,2018-02-18,Y,2018-02-25,,Supplement-40,171.64,4,686.54,Supplement-59,246.96,1,246.96,,,,,,,,,,,,,,,,,,,,, R 933.50 
INV01477,5209150693082,2019-03-04,Y,2019-03-06,,Supplement-187,231.52,5,1157.60,,,,,,,,,,,,,,,,,,,,,,,,," R 1,157.60 "
INV0494,5206110625085,2015-09-11,Y,2015-09-15,,Supplement-188,131.10,3,393.30,Supplement-162,229.76,1,229.76,,,,,,,,,,,,,,,,,,,,, R 623.06 
INV0763,5206110625085,2016-08-07,Y,2016-08-16,,Supplement-43,170.92,2,341.84,Supplement-153,237.22,2,474.44,,,,,,,,,,,,,,,,,,,,, R 816.28 
INV0799,5206110625085,2016-09-28,Y,2016-10-04,,Supplement-144,185.92,5,929.60,,,,,,,,,,,,,,,,,,,,,,,,, R 929.60 
INV01066,5206110625085,2018-01-03,Y,2018-01-11,,Supplement-111,131.10,5,655.50,Supplement-7,284.66,1,284.66,,,,,,,,,,,,,,,,,,,,, R 940.16 
INV01317,5206110625085,2018-09-03,Y,2018-09-09,,Supplement-202,238.62,1,238.62,,,,,,,,,,,,,,,,,,,,,,,,, R 238.62 
INV01496,5202230409086,2019-05-05,Y,2019-05-12,,Supplement-237,212.04,1,212.04,,,,,,,,,,,,,,,,,,,,,,,,, R 212.04 
INV0290,511127046082,2015-03-16,Y,2015-03-26,,Supplement-154,297.28,3,891.84,,,,,,,,,,,,,,,,,,,,,,,,, R 891.84 
INV01192,511127046082,2018-04-25,Y,2018-05-04,,Supplement-239,322.72,3,968.16,Supplement-155,183.02,2,366.04,,,,,,,,,,,,,,,,,,,,," R 1,334.20 "
INV01263,511127046082,2018-07-10,Y,2018-07-13,,Supplement-193,258.78,1,258.78,Supplement-39,281.68,2,563.36,Supplement-236,126.54,2,253.08,,,,,,,,,,,,,,,,," R 1,075.22 "
INV0559,510915039082,2015-11-03,Y,2015-11-13,,Supplement-140,152.00,3,455.99,,,,,,,,,,,,,,,,,,,,,,,,, R 455.99 
INV0627,510915039082,2016-01-09,Y,2016-01-19,,Supplement-84,150.58,5,752.90,Supplement-51,138.11,2,276.22,,,,,,,,,,,,,,,,,,,,," R 1,029.12 "
INV0656,510915039082,2016-02-24,Y,2016-02-29,,Supplement-37,230.48,4,921.90,Supplement-8,182.50,1,182.50,,,,,,,,,,,,,,,,,,,,," R 1,104.40 "
INV0721,510915039082,2016-06-09,Y,2016-06-12,,Supplement-117,252.87,3,758.61,,,,,,,,,,,,,,,,,,,,,,,,, R 758.61 
INV01012,510915039082,2017-10-04,Y,2017-10-08,,Supplement-129,245.46,4,981.84,,,,,,,,,,,,,,,,,,,,,,,,, R 981.84 
INV01206,510915039082,2018-05-13,Y,2018-05-22,,Supplement-161,257.74,2,515.48,Supplement-144,217.84,3,653.52,Supplement-236,126.54,2,253.08,Supplement-236,126.54,2,253.08,Supplement-236,126.54,2,253.08,,,,,,,,," R 1,928.24 "
INV0086,5109080251088,2014-01-20,Y,2014-01-30,,Supplement-17,195.24,3,585.71,Supplement-199,267.12,1,267.12,,,,,,,,,,,,,,,,,,,,, R 852.83 
INV0819,5109080251088,2016-10-25,Y,2016-10-29,,Supplement-181,213.10,4,852.40,,,,,,,,,,,,,,,,,,,,,,,,, R 852.40 
INV0822,5109080251088,2016-11-08,Y,2016-11-10,,Supplement-13,130.14,3,390.42,Supplement-35,93.48,1,93.48,,,,,,,,,,,,,,,,,,,,, R 483.90 
INV01251,5109080251088,2018-06-28,Y,2018-07-07,,Supplement-123,339.82,1,339.82,Supplement-236,126.54,2,253.08,Supplement-236,126.54,2,253.08,Supplement-236,126.54,2,253.08,,,,,,,,,,,,," R 1,099.06 "
INV01322,5109080251088,2018-09-06,Y,2018-09-13,,Supplement-59,246.96,5,1234.80,Supplement-96,205.12,5,1025.60,,,,,,,,,,,,,,,,,,,,," R 2,260.40 "
INV0352,5109040274081,2015-05-11,Y,2015-05-14,,Supplement-188,131.10,3,393.30,Supplement-127,169.96,4,679.84,,,,,,,,,,,,,,,,,,,,," R 1,073.14 "
INV0391,5109040274081,2015-06-19,Y,2015-06-22,,Supplement-89,301.06,2,602.12,,,,,,,,,,,,,,,,,,,,,,,,, R 602.12 
INV0594,5109040274081,2015-12-09,Y,2015-12-10,,Supplement-62,359.91,2,719.82,Supplement-51,126.71,2,253.42,,,,,,,,,,,,,,,,,,,,, R 973.24 
INV0991,510523033088,2017-08-26,Y,2017-08-26,,Supplement-55,171.74,3,515.22,,,,,,,,,,,,,,,,,,,,,,,,, R 515.22 
INV01350,510523033088,2018-10-04,Y,2018-10-11,,Supplement-175,332.98,1,332.98,Supplement-24,265.55,1,265.55,Supplement-236,126.54,2,253.08,,,,,,,,,,,,,,,,, R 851.61 
INV01398,510523033088,2018-11-12,Y,2018-11-19,,Supplement-130,234.94,5,1174.70,Supplement-154,348.58,2,697.16,Supplement-236,126.54,2,253.08,Supplement-236,126.54,2,253.08,,,,,,,,,,,,," R 2,378.02 "
INV01467,510523033088,2019-02-09,Y,2019-02-17,,Supplement-244,360.34,1,360.34,Supplement-17,287.58,2,575.15,,,,,,,,,,,,,,,,,,,,, R 935.49 
INV01546,510523033088,2019-09-12,Y,2019-09-21,,Supplement-196,360.86,4,1443.44,Supplement-177,287.38,4,1149.52,,,,,,,,,,,,,,,,,,,,," R 2,592.96 "
INV0108,5102060208085,2014-03-13,Y,2014-03-15,,Supplement-233,235.57,5,1177.85,Supplement-78,223.54,5,1117.70,,,,,,,,,,,,,,,,,,,,," R 2,295.55 "
INV0367,5102060208085,2015-05-24,Y,2015-06-01,,Supplement-84,136.90,1,136.90,,,,,,,,,,,,,,,,,,,,,,,,, R 136.90 
INV01104,5102060208085,2018-02-08,Y,2018-02-10,,Supplement-233,280.03,1,280.03,Supplement-142,150.22,3,450.66,,,,,,,,,,,,,,,,,,,,, R 730.69 
INV01128,5102060208085,2018-03-05,Y,2018-03-05,,Supplement-159,278.26,5,1391.30,,,,,,,,,,,,,,,,,,,,,,,,," R 1,391.30 "
INV0043,5009140926088,2013-05-28,Y,2013-05-30,,Supplement-175,238.36,4,953.44,Supplement-207,501.83,5,2509.14,Supplement-25,223.54,4,894.16,,,,,,,,,,,,,,,,," R 4,356.74 "
INV0173,5009140926088,2014-08-19,Y,2014-08-24,,Supplement-233,235.57,1,235.57,,,,,,,,,,,,,,,,,,,,,,,,, R 235.57 
INV0256,5009140926088,2015-02-09,Y,2015-02-14,,Supplement-160,201.88,3,605.64,,,,,,,,,,,,,,,,,,,,,,,,, R 605.64 
INV0709,5009140926088,2016-05-24,Y,2016-05-25,,Supplement-158,146.59,3,439.77,,,,,,,,,,,,,,,,,,,,,,,,, R 439.77 
INV01145,5009140926088,2018-03-19,Y,2018-03-28,,Supplement-119,158.54,2,317.08,Supplement-93,174.56,2,349.11,Supplement-29,93.40,1,93.40,Supplement-236,126.54,2,253.08,,,,,,,,,,,,," R 1,012.68 "
INV01184,5009140926088,2018-04-21,Y,2018-04-24,,Supplement-12,304.56,3,913.68,,,,,,,,,,,,,,,,,,,,,,,,, R 913.68 
INV0171,5008230824086,2014-08-15,Y,2014-08-18,,Supplement-91,245.28,4,981.12,,,,,,,,,,,,,,,,,,,,,,,,, R 981.12 
INV0592,5008230824086,2015-12-09,Y,2015-12-11,,Supplement-201,213.54,3,640.62,,,,,,,,,,,,,,,,,,,,,,,,, R 640.62 
INV0206,5007040974083,2014-12-07,Y,2014-12-10,,Supplement-93,211.04,5,1055.18,Supplement-198,179.34,4,717.36,Supplement-192,217.84,4,871.36,,,,,,,,,,,,,,,,," R 2,643.90 "
INV0499,5007040974083,2015-09-13,Y,2015-09-20,,Supplement-233,236.71,5,1183.55,,,,,,,,,,,,,,,,,,,,,,,,," R 1,183.55 "
INV0069,5002180199088,2013-11-13,Y,2013-11-23,,Supplement-125,109.54,3,328.62,,,,,,,,,,,,,,,,,,,,,,,,, R 328.62 
INV0633,5002180199088,2016-01-19,Y,2016-01-21,,Supplement-66,133.48,4,533.92,Supplement-171,389.36,4,1557.44,,,,,,,,,,,,,,,,,,,,," R 2,091.36 "
INV0955,5002180199088,2017-06-18,Y,2017-06-19,,Supplement-77,236.16,5,1180.80,Supplement-27,251.16,5,1255.80,,,,,,,,,,,,,,,,,,,,," R 2,436.60 "
INV01088,5002180199088,2018-02-01,Y,2018-02-11,,Supplement-74,260.98,2,521.96,Supplement-198,256.86,3,770.58,,,,,,,,,,,,,,,,,,,,," R 1,292.54 "
INV01172,5002180199088,2018-04-12,Y,2018-04-22,,Supplement-76,327.28,3,981.84,Supplement-113,114.00,4,456.00,,,,,,,,,,,,,,,,,,,,," R 1,437.84 "
INV01538,5002180199088,2019-08-20,Y,2019-08-25,,Supplement-206,356.74,3,1070.22,Supplement-60,270.28,2,540.56,Supplement-91,277.20,4,1108.80,Supplement-1,386.82,1,386.82,,,,,,,,,,,,," R 3,106.40 "
INV0068,5002080660085,2013-10-26,Y,2013-10-28,,Supplement-173,271.42,1,271.42,Supplement-146,164.26,4,657.04,Supplement-167,135.76,1,135.76,Supplement-125,109.54,3,328.62,,,,,,,,,,,,," R 1,392.84 "
INV0211,5002080660085,2014-12-28,Y,2014-12-31,,Supplement-96,148.12,1,148.12,,,,,,,,,,,,,,,,,,,,,,,,, R 148.12 
INV0393,5002080660085,2015-06-20,Y,2015-06-22,,Supplement-137,161.36,3,484.08,,,,,,,,,,,,,,,,,,,,,,,,, R 484.08 
INV0474,5002080660085,2015-09-02,Y,2015-09-05,,Supplement-80,233.80,4,935.20,Supplement-78,224.68,1,224.68,,,,,,,,,,,,,,,,,,,,," R 1,159.88 "
INV0943,5002080660085,2017-06-04,Y,2017-06-10,,Supplement-16,244.14,3,732.42,Supplement-99,197.14,1,197.14,,,,,,,,,,,,,,,,,,,,, R 929.56 
INV0287,5001110128088,2015-03-12,Y,2015-03-16,,Supplement-37,200.84,3,602.51,,,,,,,,,,,,,,,,,,,,,,,,, R 602.51 
INV01194,5001110128088,2018-04-25,Y,2018-05-03,,Supplement-215,297.46,5,1487.30,,,,,,,,,,,,,,,,,,,,,,,,," R 1,487.30 "
INV0472,5001070584088,2015-09-01,Y,2015-09-11,,Supplement-123,262.30,5,1311.50,Supplement-244,268.00,3,804.00,,,,,,,,,,,,,,,,,,,,," R 2,115.50 "
INV0518,5001070584088,2015-09-28,Y,2015-10-03,,Supplement-42,352.62,4,1410.48,Supplement-61,205.30,4,821.20,,,,,,,,,,,,,,,,,,,,," R 2,231.68 "
INV0599,5001070584088,2015-12-13,Y,2015-12-17,,Supplement-163,128.92,4,515.68,,,,,,,,,,,,,,,,,,,,,,,,, R 515.68 
INV0634,5001070584088,2016-01-23,Y,2016-01-27,,Supplement-138,263.96,2,527.92,,,,,,,,,,,,,,,,,,,,,,,,, R 527.92 
INV0768,5001070584088,2016-08-11,Y,2016-08-17,,Supplement-38,221.78,3,665.34,,,,,,,,,,,,,,,,,,,,,,,,, R 665.34 
INV0782,5001070584088,2016-09-01,Y,2016-09-10,,Supplement-101,227.92,2,455.84,Supplement-176,201.88,5,1009.40,,,,,,,,,,,,,,,,,,,,," R 1,465.24 "
INV01337,5001070584088,2018-09-16,Y,2018-09-18,,Supplement-231,371.82,3,1115.46,Supplement-180,221.08,2,442.16,,,,,,,,,,,,,,,,,,,,," R 1,557.62 "
INV0146,4911280960085,2014-06-09,Y,2014-06-10,,Supplement-8,140.32,1,140.32,,,,,,,,,,,,,,,,,,,,,,,,, R 140.32 
INV0320,4911280960085,2015-04-10,Y,2015-04-12,,Supplement-36,208.54,3,625.62,,,,,,,,,,,,,,,,,,,,,,,,, R 625.62 
INV0755,4911280960085,2016-07-28,Y,2016-07-28,,Supplement-52,171.76,4,687.04,,,,,,,,,,,,,,,,,,,,,,,,, R 687.04 
INV0154,4910190324088,2014-06-23,Y,2014-06-26,,Supplement-100,61.47,4,245.88,Supplement-136,188.20,3,564.60,Supplement-24,175.49,4,701.97,,,,,,,,,,,,,,,,," R 1,512.45 "
INV01140,4910190324088,2018-03-14,Y,2018-03-19,,Supplement-107,312.46,2,624.92,Supplement-23,597.46,2,1194.92,,,,,,,,,,,,,,,,,,,,," R 1,819.84 "
INV01395,4910190324088,2018-11-10,Y,2018-11-17,,Supplement-134,231.52,2,463.04,Supplement-228,215.12,2,430.24,Supplement-236,126.54,2,253.08,Supplement-236,126.54,2,253.08,Supplement-236,126.54,2,253.08,,,,,,,,," R 1,652.52 "
INV0015,491010022086,2013-01-16,Y,2013-01-20,,Supplement-84,91.30,3,273.90,,,,,,,,,,,,,,,,,,,,,,,,, R 273.90 
INV0262,491010022086,2015-02-17,Y,2015-02-26,,Supplement-129,211.26,1,211.26,,,,,,,,,,,,,,,,,,,,,,,,, R 211.26 
INV0341,491010022086,2015-05-04,Y,2015-05-11,,Supplement-172,163.12,3,489.36,Supplement-129,211.26,4,845.04,,,,,,,,,,,,,,,,,,,,," R 1,334.40 "
INV0487,491010022086,2015-09-10,Y,2015-09-20,,Supplement-5,215.56,3,646.68,,,,,,,,,,,,,,,,,,,,,,,,, R 646.68 
INV0490,491010022086,2015-09-11,Y,2015-09-21,,Supplement-42,352.62,5,1763.10,,,,,,,,,,,,,,,,,,,,,,,,," R 1,763.10 "
INV0514,491010022086,2015-09-24,Y,2015-09-28,,Supplement-205,259.40,4,1037.60,Supplement-175,294.22,5,1471.10,,,,,,,,,,,,,,,,,,,,," R 2,508.70 "
INV0830,491010022086,2016-11-24,Y,2016-12-03,,Supplement-166,188.20,4,752.80,,,,,,,,,,,,,,,,,,,,,,,,, R 752.80 
INV01056,491010022086,2017-12-14,Y,2017-12-19,,Supplement-147,267.26,5,1336.31,,,,,,,,,,,,,,,,,,,,,,,,," R 1,336.31 "
INV01188,491010022086,2018-04-23,Y,2018-04-30,,Supplement-65,189.34,3,568.02,Supplement-117,277.95,2,555.90,,,,,,,,,,,,,,,,,,,,," R 1,123.92 "
INV01498,491010022086,2019-05-10,Y,2019-05-19,,Supplement-115,432.94,1,432.94,Supplement-51,192.83,5,964.14,,,,,,,,,,,,,,,,,,,,," R 1,397.08 "
INV0033,4909110460081,2013-04-04,Y,2013-04-13,,Supplement-146,164.26,3,492.78,Supplement-176,112.96,4,451.84,,,,,,,,,,,,,,,,,,,,, R 944.62 
INV01074,4909110460081,2018-01-14,Y,2018-01-21,,Supplement-2,252.04,2,504.08,,,,,,,,,,,,,,,,,,,,,,,,, R 504.08 
INV01503,4909110460081,2019-05-23,Y,2019-05-24,,Supplement-118,230.38,5,1151.90,,,,,,,,,,,,,,,,,,,,,,,,," R 1,151.90 "
INV0612,490705046088,2015-12-22,Y,2015-12-28,,Supplement-151,225.53,2,451.06,Supplement-67,92.44,5,462.20,,,,,,,,,,,,,,,,,,,,, R 913.26 
INV01497,490705046088,2019-05-09,Y,2019-05-11,,Supplement-243,195.56,2,391.12,,,,,,,,,,,,,,,,,,,,,,,,, R 391.12 
INV0142,4906270884086,2014-06-03,Y,2014-06-09,,Supplement-179,226.60,2,453.20,Supplement-113,38.76,5,193.80,Supplement-167,184.78,2,369.56,Supplement-228,154.70,4,618.81,,,,,,,,,,,,," R 1,635.37 "
INV0197,4906270884086,2014-11-22,Y,2014-11-27,,Supplement-46,189.34,3,568.02,Supplement-38,183.02,2,366.04,,,,,,,,,,,,,,,,,,,,, R 934.06 
INV0957,4906270884086,2017-06-18,Y,2017-06-23,,Supplement-98,214.42,5,1072.10,,,,,,,,,,,,,,,,,,,,,,,,," R 1,072.10 "
INV01220,4906270884086,2018-05-25,Y,2018-06-04,,Supplement-132,318.24,2,636.48,,,,,,,,,,,,,,,,,,,,,,,,, R 636.48 
INV01285,4906270884086,2018-08-08,Y,2018-08-09,,Supplement-192,277.12,2,554.24,Supplement-31,179.79,1,179.79,,,,,,,,,,,,,,,,,,,,, R 734.03 
INV01449,4905210696087,2018-12-25,Y,2019-01-04,,Supplement-69,218.98,2,437.96,Supplement-191,333.06,3,999.18,,,,,,,,,,,,,,,,,,,,," R 1,437.14 "
INV01468,4905210696087,2019-02-12,Y,2019-02-13,,Supplement-226,150.48,3,451.44,,,,,,,,,,,,,,,,,,,,,,,,, R 451.44 
INV0331,4905080506087,2015-04-17,Y,2015-04-17,,Supplement-157,234.06,2,468.12,,,,,,,,,,,,,,,,,,,,,,,,, R 468.12 
INV0769,4901240565082,2016-08-12,Y,2016-08-13,,Supplement-24,203.99,3,611.98,Supplement-214,238.26,2,476.52,,,,,,,,,,,,,,,,,,,,," R 1,088.50 "
INV01341,4901240565082,2018-09-24,Y,2018-09-30,,Supplement-194,258.96,1,258.96,,,,,,,,,,,,,,,,,,,,,,,,, R 258.96 
INV01458,4901240565082,2019-01-13,Y,2019-01-21,,Supplement-229,218.07,3,654.20,,,,,,,,,,,,,,,,,,,,,,,,, R 654.20 
INV0414,4812160561083,2015-07-09,Y,2015-07-13,,Supplement-172,163.12,3,489.36,Supplement-225,186.49,5,932.45,,,,,,,,,,,,,,,,,,,,," R 1,421.81 "
INV0455,4812160561083,2015-08-13,Y,2015-08-13,,Supplement-240,150.58,1,150.58,Supplement-87,130.32,3,390.96,,,,,,,,,,,,,,,,,,,,, R 541.54 
INV0459,4812160561083,2015-08-17,Y,2015-08-18,,Supplement-193,222.30,5,1111.50,Supplement-169,233.62,1,233.62,,,,,,,,,,,,,,,,,,,,," R 1,345.12 "
INV0791,4812160561083,2016-09-09,Y,2016-09-19,,Supplement-92,262.30,1,262.30,,,,,,,,,,,,,,,,,,,,,,,,, R 262.30 
INV01161,4812160561083,2018-04-05,Y,2018-04-11,,Supplement-198,256.86,3,770.58,,,,,,,,,,,,,,,,,,,,,,,,, R 770.58 
INV01180,4812160561083,2018-04-17,Y,2018-04-21,,Supplement-99,222.22,3,666.66,Supplement-242,306.14,1,306.14,,,,,,,,,,,,,,,,,,,,, R 972.80 
INV01437,4812160561083,2018-12-10,Y,2018-12-14,,Supplement-64,179.08,5,895.40,Supplement-59,246.96,2,493.92,Supplement-236,126.54,2,253.08,Supplement-236,126.54,2,253.08,Supplement-236,126.54,2,253.08,,,,,,,,," R 2,148.56 "
INV0419,4804180882084,2015-07-11,Y,2015-07-13,,Supplement-222,289.30,2,578.60,Supplement-139,146.02,1,146.02,,,,,,,,,,,,,,,,,,,,, R 724.62 
INV0462,4804180882084,2015-08-19,Y,2015-08-27,,Supplement-52,161.50,3,484.50,,,,,,,,,,,,,,,,,,,,,,,,, R 484.50 
INV0507,4804180882084,2015-09-20,Y,2015-09-23,,Supplement-31,141.03,2,282.05,Supplement-21,303.60,2,607.20,,,,,,,,,,,,,,,,,,,,, R 889.25 
INV01007,4804180882084,2017-09-26,Y,2017-09-29,,Supplement-176,206.44,5,1032.20,Supplement-105,295.36,1,295.36,,,,,,,,,,,,,,,,,,,,," R 1,327.56 "
INV01266,4804180882084,2018-07-12,Y,2018-07-13,,Supplement-241,249.40,1,249.40,,,,,,,,,,,,,,,,,,,,,,,,, R 249.40 
INV0038,4802050681086,2013-04-26,Y,2013-05-06,,Supplement-159,139.18,2,278.36,,,,,,,,,,,,,,,,,,,,,,,,, R 278.36 
INV0138,4802050681086,2014-05-25,Y,2014-05-29,,Supplement-180,167.50,4,670.00,,,,,,,,,,,,,,,,,,,,,,,,, R 670.00 
INV0508,4802050681086,2015-09-22,Y,2015-09-24,,Supplement-97,200.56,3,601.68,,,,,,,,,,,,,,,,,,,,,,,,, R 601.68 
INV0876,4802050681086,2017-02-03,Y,2017-02-04,,Supplement-102,232.48,5,1162.40,Supplement-237,172.14,2,344.28,,,,,,,,,,,,,,,,,,,,," R 1,506.68 "
INV01147,4802050681086,2018-03-21,Y,2018-03-23,,Supplement-240,198.46,3,595.38,,,,,,,,,,,,,,,,,,,,,,,,, R 595.38 
INV0163,47120603088,2014-07-14,Y,2014-07-18,,Supplement-187,131.20,5,656.00,Supplement-225,152.29,2,304.58,,,,,,,,,,,,,,,,,,,,, R 960.58 
INV0335,47120603088,2015-04-22,Y,2015-04-27,,Supplement-236,177.84,3,533.52,,,,,,,,,,,,,,,,,,,,,,,,, R 533.52 
INV0921,47120603088,2017-04-28,Y,2017-05-08,,Supplement-120,243.70,2,487.39,,,,,,,,,,,,,,,,,,,,,,,,, R 487.39 
INV0278,4710160845084,2015-03-02,Y,2015-03-08,,Supplement-111,72.96,2,145.92,,,,,,,,,,,,,,,,,,,,,,,,, R 145.92 
INV0666,4710160845084,2016-03-17,Y,2016-03-17,,Supplement-136,224.68,3,674.04,Supplement-158,146.59,5,732.95,,,,,,,,,,,,,,,,,,,,," R 1,406.99 "
INV0995,4710160845084,2017-09-03,Y,2017-09-06,,Supplement-236,210.90,5,1054.50,Supplement-96,194.86,4,779.44,,,,,,,,,,,,,,,,,,,,," R 1,833.94 "
INV01403,4710160845084,2018-11-14,Y,2018-11-17,,Supplement-226,145.92,5,729.60,,,,,,,,,,,,,,,,,,,,,,,,, R 729.60 
